# Loaded 669 datapoints from ./data/hera_II_combined_sigmar.txt in Q2 range 0.5 - 1000 GeV^2, now we have in total 669 points 
# 0.06 4.6
# === Perturbative settings ===
# Settings: lo (scheme), lobk, balpdrc
# Use LOBK (DL,SL==false): true
# Use ResumBK (DL,SL==true,KC_NONE): false
# Use NLOBK (DL,SL==true,KC_NONE,NO_K2==false): false
# KinematicalConstraint / target eta0 BK: 2 (0 BEUF_K_PLUS, 1 EDMOND_K_MINUS, 2 NONE)
# Target eta0 RHO shift: 0 (0 TRBK_RHO_DISABLED, 1 TRBK_RHO_QQ0, 2 TRBK_RHO_RQ0)
# Running Coupling: (RC_LO):    4 (0 fc, 1 parent, 2 parent_beta, 3 smallest, 4 balitsky, 5 frac, 6 guillaume)
# Running Coupling: (RC_NLO):    1 (0 fc, 1 parent, 2 smallest)
# Running Coupling: (RESUM_RC): 2 (0 fc, 1 balitsky, 2 parent, 3 smallest, 4 guillaume)
# Running Coupling: (RC_DIS):   1 (0 fc, 1 parent, 2 smallest, 3 guillaume)
# Use NLOimpact: false
# Use SUBscheme: false
# Use Sigma3: false
# Use improved Z2 bound: true
# Use Z2 loop term: false
# Cuba MC: vegas, Cuba eps = 0.001, Cuba maxeval = 1e+08
# config::INTACCURACY = 0.005, config::RPOINTS = 200, config::DE_SOLVER_STEP = 0.4, config::{MINR, MAXR}, nlodis_config::{MINR, MAXR} = 1e-06 30 1e-06 30
=== Initial parameters ===

# ext. ||   Name    ||   type  ||     Value     ||  Error +/- 

   0   ||    qs0sqr ||  const  ||                0.06 ||
   1   ||alphascalingC2 ||  const  ||                 4.6 ||
   2   ||       e_c ||  const  ||                38.9 ||
   3   ||anomalous_dimension ||  const  ||                   1 ||
   4   ||icx0_nlo_impfac ||  const  ||                   1 ||
   5   ||   icx0_bk ||  const  ||                0.01 ||
   6   ||icTypicalPartonVirtualityQ0sqr ||  const  ||                   1 ||
   7   ||initialconditionY0 ||  const  ||                   0 ||
   8   ||      eta0 ||  const  ||                   0 ||
   9   ||old_sigma02 ||  const  ||             35.6952 ||
  10   ||mass_charm ||  const  ||                 1.4 ||
  11   ||mass_bottom ||  const  ||                 4.9 ||



=== Initializing Chi^2 regression ===  parameters (0.06, 4.6, 38.9, 1, 1, 0.01, 1, 0, 0, 35.6952, 1.4, 4.9)
#### Solving BK equation up to y=10.8198
                                                   # Evolved up to 0.4/10.8198, h=0.714206                                                   # Evolved up to 0.8/10.8198, h=0.802348                                                   # Evolved up to 1.2/10.8198, h=0.898463                                                   # Evolved up to 1.6/10.8198, h=1.00454                                                   # Evolved up to 2/10.8198, h=1.10314                                                   # Evolved up to 2.4/10.8198, h=1.11911                                                   # Evolved up to 2.8/10.8198, h=1.12583                                                   # Evolved up to 3.2/10.8198, h=1.14961                                                   # Evolved up to 3.6/10.8198, h=1.16463                                                   # Evolved up to 4/10.8198, h=1.17881                                                   # Evolved up to 4.4/10.8198, h=1.19338                                                   # Evolved up to 4.8/10.8198, h=1.20719                                                   # Evolved up to 5.2/10.8198, h=1.22134                                                   # Evolved up to 5.6/10.8198, h=1.23495                                                   # Evolved up to 6/10.8198, h=1.24822                                                   # Evolved up to 6.4/10.8198, h=1.26157                                                   # Evolved up to 6.8/10.8198, h=1.27483                                                   # Evolved up to 7.2/10.8198, h=0.641307                                                   # Evolved up to 7.6/10.8198, h=1.30084                                                   # Evolved up to 8/10.8198, h=1.29216                                                   # Evolved up to 8.4/10.8198, h=1.32632                                                   # Evolved up to 8.8/10.8198, h=1.33914                                                   # Evolved up to 9.2/10.8198, h=1.35088                                                   # Evolved up to 9.6/10.8198, h=1.35867                                                   # Evolved up to 10/10.8198, h=1.37562                                                   # Evolved up to 10.4/10.8198, h=1.38798                                                   # Evolved up to 10.8/10.8198, h=1.39985                                                   # Evolved up to 11.2/10.8198, h=1.412
#AmplitudeLib initialized , minr: 1e-06 maxr: 27.5255 rpoints: 200 maxy 11.2 x0 0.01 Q_{s,0}^2 = 0.280538 GeV^2 [ N(r^2=2/Q_s^2, x=x0) = 0.3934] (AmplitudeLib v. 2.1 2017-07-25 git commit deb0171bfc81b828f6432ed07df21e25a9196eb4)
# Using parent dipole RC
z2_min scheme is improved z2min(Q^2) ~ 1/Q^2
# Using Z2SIM LO rapidity -- simple Q^2 independent z2min scheme in LO rapidity (not using sub && z2imp)
# Using projectile Y evolution rapidity
# TRBK RHO is TRBK_RHO_DISABLED
=== Computing Reduced Cross sections ===
   0.00032         12    0.41574     1.2251  0.0237608    1.22173
    0.0002         15    0.83149     1.2583  0.0620416    1.29573
  0.000246         15      0.676     1.3604  0.0325753     1.3136
   0.00032         15    0.51968     1.2898  0.0249701    1.29365
  0.000268         18    0.74461     1.3182   0.065919    1.33997
  0.000328         18     0.6084      1.362  0.0320767    1.33817
    0.0005         18    0.39911     1.2656  0.0210734    1.26935
    0.0005         22     0.4878     1.3347  0.0411339    1.33075
  0.000335         27    0.89354     1.3887  0.0800095    1.37066
   0.00041         27    0.73008     1.4046  0.0373456    1.39179
    0.0005         27    0.59867     1.4071  0.0291529    1.38114
    0.0008         27    0.37417     1.2857  0.0351604    1.28409
  0.000574         35      0.676     1.5068  0.0395543    1.40888
    0.0008         35    0.48503     1.3985  0.0216209    1.35587
    0.0008         45    0.62361     1.4864  0.0405604    1.40704
    0.0013         45    0.38376     1.3055  0.0185767    1.29205
    0.0013         60    0.51168      1.395   0.023488    1.35774
    0.0013         70    0.59696     1.4434  0.0307837    1.38359
     0.002         70    0.38803     1.2619  0.0248948    1.26563
     0.002         90    0.49889     1.2516  0.0279862    1.31464
   0.00212        120    0.62754     1.3233  0.0350787    1.33764
    0.0032        120    0.41574     1.1778  0.0263695    1.21826
    0.0032        150    0.51968     1.2028  0.0274232     1.2514
    0.0032        200     0.6929     1.1698  0.0525406    1.27422
     0.005        200    0.44346     1.0717  0.0244314    1.14412
     0.005        250    0.55432     1.0783  0.0321983    1.16786
     0.005        300    0.66519     1.1264  0.0458652    1.17832
     0.008        300    0.41574    0.97717  0.0266138     1.0297
     0.008        400    0.55432     0.9559  0.0314515     1.0539
     0.008        500     0.6929     1.0206  0.0676018    1.06174
    0.0085        650    0.84779    0.92142  0.0475371    1.03948
  2.79e-05        1.5    0.85002    0.70193  0.0766171   0.639245
  3.72e-05          2    0.85002    0.79593   0.064633   0.717101
  4.15e-05          2    0.76194    0.68012  0.0592919    0.73236
  4.65e-05        2.5    0.85002    0.86473  0.0628108    0.77859
  5.19e-05        2.5    0.76157    0.85248  0.0440236   0.794636
   5.8e-05        2.5    0.68148    0.77106  0.0464658   0.804286
  6.51e-05        3.5    0.85002    0.91286  0.0669155   0.870526
  7.27e-05        3.5    0.76116    0.89358  0.0433307   0.887837
  8.12e-05        3.5    0.68148    0.88886  0.0391122   0.897441
  9.21e-05        3.5    0.60082     0.9441  0.0427455    0.90134
 0.0001062        3.5    0.52105    0.97008  0.0641515   0.898134
  9.31e-05          5     0.8491    0.88713  0.0715708   0.964819
 0.0001038          5    0.76157    0.89632  0.0425525   0.982461
  0.000116          5    0.68148     1.0187  0.0389941   0.991841
 0.0001315          5    0.60115    0.96509  0.0360548   0.994341
 0.0001517          5     0.5211     1.0197  0.0354831   0.989177
 0.0002013          5     0.3927    0.94852   0.034676   0.962389
  0.000121        6.5    0.84931    0.93684   0.082507    1.02952
  0.000135        6.5    0.76124     1.0053  0.0452632    1.04742
 0.0001509        6.5    0.68103     1.1045  0.0398368    1.05652
  0.000163        6.5    0.63047     1.1798   0.190376    1.05812
  0.000171        6.5    0.60098     1.0568  0.0377023    1.05745
  0.000183        6.5    0.56157     1.1842   0.203437    1.05467
 0.0001973        6.5    0.52087     1.1123  0.0348088    1.05019
  0.000228        6.5    0.45073      1.138   0.154719    1.03651
 0.0002617        6.5    0.39269     1.0096  0.0268047    1.01886
 0.0001582        8.5    0.84948     1.0313  0.0913673     1.0914
 0.0001765        8.5     0.7614     1.0582  0.0475389     1.1081
 0.0001973        8.5    0.68113     1.1123  0.0400253    1.11617
 0.0002236        8.5    0.60102     1.1541  0.0369184    1.11599
   0.00024        8.5    0.55995     1.1455  0.0997001    1.11222
  0.000258        8.5    0.52088      1.041  0.0331719    1.10615
  0.000299        8.5    0.44946      1.217   0.114791    1.08952
 0.0003422        8.5    0.39272     1.0912  0.0272234    1.07027
  0.000433        8.5    0.31036     1.0921   0.112112    1.03069
 0.0005409        8.5    0.24845     1.0217  0.0261281   0.990737
 0.0008384        8.5    0.16029     0.9461  0.0260606   0.909898
   0.00103        8.5    0.13047    0.67837   0.127964   0.872846
  0.001397        8.5   0.096197     0.8234  0.0295526   0.819073
 0.0002233         12    0.84963     1.2926  0.0939569    1.16103
 0.0002492         12    0.76133     1.1477   0.048947    1.17653
 0.0002785         12    0.68123      1.199  0.0414317    1.18212
 0.0002954         12    0.64226     1.1757  0.0646527    1.18219
 0.0003156         12    0.60115     1.1929  0.0445945    1.17976
  0.000343         12    0.55313     1.2277  0.0592548    1.17342
 0.0003642         12    0.52093     1.1764  0.0374716    1.16693
  0.000423         12    0.44852     1.2263  0.0667539    1.14587
 0.0004831         12    0.39272     1.1244  0.0272946      1.124
  0.000592         12    0.32048     1.1448  0.0828095    1.08479
 0.0007636         12    0.24846     1.0544  0.0268288    1.03347
   0.00091         12    0.20849    0.96455  0.0860461   0.996357
  0.001184         12    0.16024     1.0198  0.0263779   0.942822
   0.00146         12    0.12995    0.82793  0.0759457   0.900414
  0.001973         12    0.09616    0.87979  0.0294899   0.841578
 0.0002792         15    0.84941     1.1474  0.0894201     1.1988
 0.0003115         15    0.76133     1.2836  0.0501542    1.21364
 0.0003481         15    0.68128     1.1874  0.0407539    1.21821
 0.0003945         15    0.60115     1.1737   0.037937    1.21283
  0.000422         15    0.56198     1.2419  0.0449296    1.20683
 0.0004552         15    0.52099      1.259  0.0421134    1.19824
  0.000529         15    0.44831     1.2042  0.0432706    1.17511
 0.0006039         15     0.3927     1.1681   0.026713    1.14988
  0.000763         15    0.31082     1.1451  0.0505136    1.10227
 0.0009545         15    0.24846     1.0423  0.0267665    1.05266
   0.00114         15    0.20803     1.0926  0.0570937    1.01372
  0.001479         15    0.16035    0.97586  0.0257165   0.956356
   0.00182         15     0.1303    0.84737  0.0519424   0.912035
  0.002466         15    0.09617    0.86079  0.0282797   0.849539
 0.0003722         20    0.84956     1.3322   0.107241    1.23985
 0.0004153         20    0.76139     1.2605  0.0613373    1.25149
 0.0004642         20    0.68118     1.2937  0.0533407    1.25433
 0.0005261         20    0.60104     1.1424  0.0482091    1.24686
  0.000607         20    0.52093     1.2257  0.0444954    1.22785
 0.0008052         20     0.3927      1.211   0.032228    1.17501
  0.001273         20    0.24839     1.0909  0.0290272    1.06828
  0.001973         20    0.16027    0.98243  0.0265786   0.964049
  0.003288         20    0.09617    0.85845  0.0294405   0.850143
 0.0004932         25    0.80141        1.3  0.0520094    1.27114
   0.00057         25    0.69343     1.3297   0.058143    1.27482
 0.0006165         25    0.64113     1.2585  0.0354051    1.27017
    0.0007         25    0.56465     1.3251  0.0424824    1.25693
 0.0007587         25    0.52097     1.2271  0.0439212     1.2444
   0.00088         25    0.44916     1.2476  0.0372682    1.21514
  0.001007         25    0.39251      1.231  0.0262146     1.1858
   0.00127         25    0.31123     1.1204  0.0328683    1.12942
  0.001591         25    0.24843     1.1284  0.0309995    1.07315
   0.00184         25    0.21481     1.0422  0.0342488    1.03624
  0.002466         25    0.16028     1.0195  0.0291945   0.963903
     0.003         25    0.13175    0.92016  0.0313024   0.915926
   0.00411         25    0.09617    0.89239  0.0325422   0.844123
 0.0006514         35    0.84949     1.3221   0.116603    1.28759
 0.0007268         35    0.76136     1.3017  0.0706681    1.29483
 0.0008123         35    0.68123     1.3272   0.046687    1.29142
 0.0009206         35    0.60109     1.3285  0.0433196    1.27727
     0.001         35    0.55336     1.2166  0.0443884    1.26492
  0.001062         35    0.52105     1.3193  0.0486947      1.254
   0.00123         35    0.44989     1.2474     0.0391    1.22194
  0.001409         35    0.39273     1.2406   0.026724    1.18836
    0.0018         35    0.30742     1.1199  0.0290874    1.12458
  0.002227         35    0.24848     1.1111  0.0315548    1.06694
    0.0027         35    0.20495    0.98176  0.0274686    1.01524
  0.003452         35     0.1603    0.96409  0.0284537   0.950809
    0.0043         35    0.12869    0.86229  0.0217432   0.894658
  0.005754         35    0.09617    0.86065  0.0349822   0.824828
 0.0008375         45    0.84951     1.4321   0.108333    1.29497
 0.0009344         45    0.76141     1.3197  0.0744365     1.2983
  0.001044         45    0.68148     1.3485  0.0579735     1.2934
  0.001184         45     0.6009     1.2982  0.0453564    1.27734
   0.00127         45    0.56021     1.2859  0.0488916    1.26455
  0.001366         45    0.52084     1.2921  0.0517717    1.24909
  0.001585         45    0.44887     1.1919  0.0449628     1.2155
  0.001812         45    0.39264     1.1783  0.0259491    1.18054
   0.00229         45    0.31068     1.1136  0.0301556    1.11596
  0.002864         45    0.24842     1.1026  0.0315951    1.05224
    0.0033         45    0.21559      1.006  0.0273845    1.01284
  0.004439         45    0.16028    0.94015  0.0281214   0.931266
    0.0055         45    0.12936    0.89033  0.0227398   0.876242
  0.007398         45    0.09617    0.82825  0.0346391   0.802092
  0.001117         60    0.84925     1.2762    0.10631    1.29285
  0.001246         60    0.76133     1.4192  0.0727259    1.29285
  0.001392         60    0.68148     1.3581  0.0686957    1.28334
  0.001578         60    0.60115     1.3242  0.0649511    1.26524
   0.00171         60    0.55475     1.2972  0.0574287    1.24919
  0.001821         60    0.52093       1.26  0.0643313    1.23472
   0.00211         60    0.44958      1.115  0.0452093    1.19708
  0.002416         60    0.39264     1.1691  0.0280754    1.16059
   0.00305         60    0.31102     1.0977  0.0334205    1.09181
  0.003818         60    0.24846     1.0154  0.0310327      1.027
    0.0046         60    0.20622    0.94876   0.028484   0.972105
  0.005918         60    0.16029     0.9936  0.0304594   0.902347
    0.0073         60    0.12995    0.81661  0.0212079   0.845691
  0.009864         60    0.09617    0.77303  0.0334213    0.76839
 0.0016719         90    0.85108     1.3269   0.117684    1.26991
  0.001869         90    0.76133     1.3915  0.0763138    1.26475
  0.002089         90    0.68115     1.2992  0.0649564    1.25092
  0.002367         90    0.60115      1.305  0.0673072    1.22881
    0.0025         90    0.56917     1.1533  0.0623172    1.21656
     0.003         90    0.47431     1.1593  0.0544158    1.16782
  0.003623         90    0.39275     1.1243  0.0328408    1.11442
    0.0046         90    0.30933     1.0178   0.035469    1.04039
  0.005727         90    0.24846     0.9217  0.0310143   0.974618
    0.0064         90    0.22233    0.94845  0.0310439   0.940531
  0.008877         90    0.16029    0.87069  0.0289978   0.846522
    0.0022        120    0.86238     1.3897   0.128812     1.2404
    0.0025        120    0.75889     1.1837  0.0997029    1.23207
    0.0027        120    0.70268     1.0805   0.104724    1.22108
    0.0028        120    0.67758     1.1758  0.0901967    1.21452
     0.003        120    0.63241     1.1813  0.0946549    1.19984
    0.0032        120    0.59289     1.1183  0.0812877    1.18615
    0.0034        120    0.55801      1.134  0.0696207    1.17173
    0.0036        120    0.52701     1.1921  0.0781125    1.15689
    0.0042        120    0.45172     1.1385  0.0613606     1.1121
    0.0048        120    0.39526     1.0714  0.0399654    1.07148
    0.0059        120    0.32157    0.98536  0.0382053    1.00769
     0.008        120    0.23715    0.86922  0.0303067    0.91366
    0.0028        150    0.84698     1.3125   0.144174    1.21004
    0.0031        150    0.76501     1.1836   0.118793    1.19945
    0.0035        150    0.67758     1.3349    0.11118    1.18049
    0.0039        150    0.60809     1.2567  0.0962855    1.15648
    0.0045        150    0.52701     1.0503  0.0795931    1.11711
     0.006        150    0.39526      1.025  0.0488484    1.03193
     0.008        150    0.29644    0.97292   0.048193    0.94159
    0.0037        200    0.85461     1.3183   0.177241    1.16504
    0.0041        200    0.77123     1.3112   0.157016    1.15201
    0.0046        200     0.6874     1.0679   0.123277    1.12981
    0.0052        200    0.60809     1.1802   0.111976     1.1023
    0.0061        200    0.51837     1.1162  0.0973778    1.05767
     0.008        200    0.39526    0.96912  0.0534294   0.974501
    0.0046        250    0.85925    0.87541   0.172413    1.12263
    0.0052        250    0.76011     1.0977   0.158039    1.10613
    0.0058        250    0.68148    0.95633   0.134942    1.08371
    0.0066        250    0.59887    0.95445   0.113646     1.0496
    0.0076        250    0.52007     1.0249   0.104039    1.01071
      0.01        250    0.39526    0.95951  0.0568744   0.923759
    0.0056        300    0.84698      1.226   0.197493    1.08527
    0.0062        300    0.76501    0.88208   0.160634    1.06779
    0.0069        300     0.6874    0.97889   0.148326     1.0441
    0.0079        300    0.60039     1.0459   0.136982    1.01073
    0.0091        300    0.52122    0.86827   0.107606   0.969302
    0.0074        400    0.85461    0.82658   0.190481    1.02231
    0.0083        400    0.76194    0.60217   0.139139    1.00155
    0.0093        400    0.68001     1.0262   0.166659   0.974266
    0.0093        500    0.85002    0.74414   0.205323   0.968195
  3.48e-05        1.5    0.85185    0.54243   0.054403   0.619634
  4.64e-05          2    0.85185    0.73269  0.0500072   0.694088
  5.26e-05          2    0.75144    0.73679  0.0463146   0.710282
   5.8e-05        2.5    0.85185     0.8151   0.053121   0.752156
  6.58e-05        2.5    0.75087    0.78026  0.0334686   0.769725
  7.59e-05        2.5    0.65095    0.72528  0.0420125   0.779539
  8.12e-05        3.5    0.85185    0.81942  0.0521739   0.838931
  9.21e-05        3.5    0.75103    0.83846  0.0333601   0.857663
 0.0001062        3.5    0.65132    0.87477  0.0315207   0.867578
 0.0001409        3.5    0.49092    0.80965  0.0339318   0.862502
  0.000116          5    0.85185    0.98048  0.0627685    0.92738
 0.0001315          5    0.75144    0.93991  0.0356644   0.946266
  0.000143          5    0.69101     1.0477     0.1455   0.953249
 0.0001517          5    0.65138    0.98382  0.0304458   0.955654
 0.0002013          5    0.49088    0.91968  0.0248893   0.946485
 0.0001509        6.5    0.85128     1.0698  0.0692794   0.988485
  0.000171        6.5    0.75122     1.0118  0.0357111    1.00677
  0.000183        6.5    0.70196     1.0429   0.107237    1.01191
 0.0001973        6.5    0.65108     1.0259  0.0306231    1.01494
  0.000228        6.5    0.56341     1.0672    0.10862    1.01241
 0.0002617        6.5    0.49086     1.0086     0.0242    1.00218
   0.00033        6.5    0.38927    0.99041   0.113925   0.975826
 0.0004136        6.5    0.31059    0.96883  0.0252538   0.942796
 0.0001973        8.5    0.85142     1.0107  0.0699691    1.04514
 0.0002236        8.5    0.75127     1.0637  0.0362658    1.06316
   0.00024        8.5    0.69993     1.1947  0.0656208    1.06801
  0.000258        8.5     0.6511     1.1188  0.0318613    1.06949
  0.000299        8.5    0.56182     1.1882  0.0686771     1.0647
 0.0003422        8.5    0.49089      1.057  0.0246842    1.05298
  0.000433        8.5    0.38795     1.1513  0.0882044    1.02146
 0.0005409        8.5    0.31056     1.0201  0.0238058    0.98558
 0.0008384        8.5    0.20036    0.94303  0.0227932   0.908199
  0.001397        8.5    0.12025    0.86446  0.0227817   0.818583
 0.0002785         12    0.85154     1.1616  0.0703393    1.10847
 0.0003156         12    0.75144     1.1775  0.0377038    1.12507
  0.000343         12    0.69141      1.166  0.0530252    1.12916
 0.0003642         12    0.65116     1.1273  0.0308271    1.12909
  0.000423         12    0.56065     1.2347  0.0440974     1.1205
 0.0004831         12     0.4909     1.1199  0.0247433    1.10626
  0.000592         12     0.4006     1.1422  0.0514857    1.07453
 0.0007636         12    0.31057     1.0325  0.0233063    1.02823
  0.001184         12     0.2003    0.97922  0.0227573   0.941114
  0.001973         12     0.1202    0.87972  0.0214757   0.841091
 0.0003481         15     0.8516     1.2427  0.0739803    1.14359
 0.0003945         15    0.75144     1.1382  0.0353473    1.15758
  0.000422         15    0.70247     1.1906  0.0438928    1.16028
 0.0004552         15    0.65124     1.1743  0.0304901    1.16005
  0.000529         15    0.56038      1.254   0.033452    1.14958
 0.0006039         15    0.49088     1.1704  0.0236496    1.13206
  0.000763         15    0.38852      1.168  0.0343565    1.09279
 0.0009545         15    0.31057     1.0831  0.0228289    1.04743
  0.001479         15    0.20043    0.94294  0.0208804    0.95466
  0.002466         15    0.12021    0.85624  0.0203004   0.849061
 0.0004642         20    0.85148     1.0297   0.072503    1.17947
 0.0005261         20     0.7513     1.2138  0.0474311    1.19152
  0.000607         20    0.65116     1.1796  0.0396804    1.18974
 0.0008052         20    0.49088     1.1713  0.0295586     1.1573
  0.001273         20    0.31049     1.0893  0.0268632    1.06313
  0.001973         20    0.20033    0.98618  0.0243792   0.962398
  0.003288         20    0.12021    0.87679  0.0225187   0.849682
 0.0006165         25    0.80141     1.2106  0.0491153     1.2058
  0.000657         25    0.75201     1.2095  0.0518187    1.20965
    0.0007         25    0.70582     1.2513  0.0437422    1.21021
 0.0007587         25    0.65121      1.223  0.0297437    1.20664
   0.00088         25    0.56144     1.2374  0.0321306    1.18992
  0.001007         25    0.49064     1.1879  0.0230684    1.16837
   0.00127         25    0.38903     1.1461   0.025692    1.12019
  0.001591         25    0.31054     1.0781  0.0205341    1.06811
  0.002466         25    0.20035     0.9887    0.01993   0.962299
   0.00411         25    0.12021    0.85212  0.0178015   0.843682
 0.0008123         35    0.85153     1.3358  0.0874123    1.21891
 0.0009206         35    0.75136     1.2102  0.0422445    1.22397
     0.001         35     0.6917     1.3627  0.0472406    1.22193
  0.001062         35    0.65132     1.2367  0.0317026     1.2174
   0.00123         35    0.56236     1.2222  0.0327557    1.19747
  0.001409         35    0.49092     1.2185  0.0235608    1.17157
    0.0018         35    0.38428     1.1433  0.0262909    1.11604
  0.002227         35     0.3106     1.0656  0.0190557    1.06215
    0.0031         35    0.22313    0.98448  0.0236439   0.976083
  0.003452         35    0.20038    0.97699  0.0260945   0.949305
  0.005754         35    0.12021    0.83266  0.0166929   0.824421
  0.001044         45    0.85185      1.169  0.0746016    1.22304
  0.001184         45    0.75112     1.2051  0.0473787    1.22577
   0.00127         45    0.70026     1.2808  0.0517436    1.22166
  0.001366         45    0.65105      1.243  0.0351022    1.21387
  0.001585         45    0.56109     1.2574  0.0350584     1.1921
  0.001812         45     0.4908     1.1579  0.0235614    1.16444
   0.00229         45    0.38835     1.0938  0.0252964    1.10757
  0.002864         45    0.31052     1.0848   0.019572     1.0477
  0.004439         45    0.20034    0.92948   0.018249   0.929855
  0.007398         45    0.12021    0.80197  0.0151734   0.801715
  0.001392         60    0.85185     1.1852  0.0741711    1.21628
  0.001578         60    0.75144     1.1418  0.0429176    1.21614
   0.00171         60    0.69343     1.2549   0.058609    1.20952
  0.001821         60    0.65116     1.1897  0.0569344     1.2013
   0.00211         60    0.56198     1.2092   0.039636     1.1749
  0.002416         60     0.4908      1.184  0.0264328    1.14543
   0.00305         60    0.38878     1.0973  0.0290508    1.08395
  0.003818         60    0.31057     1.0209  0.0197975    1.02277
  0.005918         60    0.20037    0.89388  0.0179892   0.901052
  0.009864         60    0.12021     0.7576  0.0144323   0.768052
  0.002089         90    0.85144     1.2617  0.0804677    1.18965
  0.002367         90    0.75144     1.2064  0.0465296    1.18408
    0.0025         90    0.71146     1.0779  0.0613839    1.17792
  0.002731         90    0.65128     1.1486  0.0387348    1.16403
   0.00317         90    0.56109      1.094   0.042227    1.13304
  0.003623         90    0.49093     1.1058  0.0300815    1.10083
    0.0046         90    0.38666     1.0207  0.0295355    1.03352
  0.005727         90    0.31057    0.95683  0.0199583   0.970908
     0.008         90    0.22233    0.90591  0.0227565   0.874706
  0.008877         90    0.20037    0.83577  0.0246617   0.845412
    0.0028        120    0.84698     1.2458  0.0864355    1.15862
    0.0032        120    0.74111     1.0539  0.0518456    1.14651
    0.0034        120    0.69751     1.1854  0.0749563     1.1381
    0.0036        120    0.65876     1.0959  0.0429011    1.12819
    0.0042        120    0.56465     1.0438  0.0447469    1.09361
    0.0048        120    0.49407     1.0287   0.036419     1.0589
     0.005        120    0.47431     1.0977  0.0409843    1.04807
    0.0059        120    0.40196    0.99268  0.0327667    1.00076
    0.0076        120    0.31205    0.89439  0.0256082   0.925699
    0.0035        150    0.84698     1.2266  0.0968694    1.12838
    0.0039        150    0.76011      1.017  0.0636979    1.11705
    0.0045        150    0.65876     1.0012  0.0556398     1.0906
     0.006        150    0.49407     1.0482  0.0360272    1.02037
     0.008        150    0.37055    0.96366   0.031582   0.936591
    0.0046        200    0.85925     1.1165   0.108464    1.08125
    0.0052        200    0.76011     1.0113  0.0824233    1.06688
    0.0061        200    0.64796    0.98944   0.068758    1.03504
     0.008        200    0.49407    0.94718  0.0386356   0.964286
    0.0058        250    0.85185     1.0499   0.115396    1.04016
    0.0066        250    0.74859     1.0288  0.0950111    1.01874
    0.0076        250    0.65009    0.93833  0.0762141   0.990006
      0.01        250    0.49407    0.87409  0.0397492   0.914618
    0.0069        300    0.85925     0.8724   0.120089    1.00314
    0.0079        300    0.75049    0.82271  0.0923204   0.982088
    0.0091        300    0.65152    0.83525  0.0824383    0.95022
    0.0093        400    0.85002     1.0255   0.141323   0.939605

# Calculated chi^2/N = 1.7422 (N=669), parameters (0.06, 4.6, 38.9, 1, 1, 0.01, 1, 0, 0, 35.6952, 1.4, 4.9, sigma02=36.8195)


# Calculated chi^2/N = 3.53817 (N=669), parameters (0.06, 4.6, 38.9, 1, 1, 0.01, 1, 0, 0, 35.6952, 1.4, 4.9, sigma02=35.6952)

